molecule_chembl_id,canonical_smiles,standard_value
CHEMBL330912,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)/C(=C/C(=O)OC(C)(C)C)C2SC1,10000000.0
CHEMBL116445,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)/C(=C\c3ccccc3)C2S(=O)(=O)C1,6000000.0
CHEMBL114172,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)/C(=C/C=O)C2SC1,13900000.0
CHEMBL325922,CC(=O)/C=C1/C(=O)N2C(C(=O)OC(c3ccccc3)c3ccccc3)=C(COC(C)=O)CSC12,4270000.0
CHEMBL67695,CC(C)CC(=O)NCC(F)(F)C(=O)C(CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C,3.5
CHEMBL116739,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)C(=C=CC(C)(C)C)C2S(=O)(=O)C1,10500000.0
CHEMBL116388,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)C(=C(Br)Br)C2SC1,260000.0
CHEMBL433135,CS(=O)(=O)O.N=C(N)Nc1ccc(C(=O)Oc2ccc(CC(=O)O)cc2)cc1,100000.0
CHEMBL145809,CCOC(=O)C(F)(F)C(=O)[C@H](Cc1ccccc1)NC(=O)CN(C(=O)[C@@H](NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(C)C)C1Cc2ccccc2C1,5000.0
CHEMBL116129,CON(C)C(=O)/C=C1/C(=O)N2C(C(=O)OC(c3ccccc3)c3ccccc3)=C(COC(C)=O)CS(=O)(=O)C12,10000000.0
CHEMBL326065,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)[C@H](I)C2SC1,1180000.0
CHEMBL334282,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)C(=C(Br)Br)C2S(=O)(=O)C1,2070000.0
CHEMBL117824,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)[C@@H](N)C2SC1,10000000.0
CHEMBL117550,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)CC2SC1,10000000.0
CHEMBL116898,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)C(=C=CBr)C2SC1,5400000.0
CHEMBL116840,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)/C(=C\Br)C2S(=O)(=O)C1,3360000.0
CHEMBL117126,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)C(=C(Cl)Cl)C2SC1,6410000.0
CHEMBL327149,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)[C@H](Cl)C2SC1,6000000.0
CHEMBL145953,CC(=O)OCC1=C(C(=O)OC(C)(C)C)N2C(=O)[C@@H](C)[C@@H]2S(=O)(=O)C1,107.0
CHEMBL117125,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)C(=C(Cl)Cl)C2S(=O)(=O)C1,2560000.0
CHEMBL117814,CC(=O)/C=C1/C(=O)N2C(C(=O)OC(c3ccccc3)c3ccccc3)=C(COC(C)=O)CS(=O)(=O)C12,10000000.0
CHEMBL117113,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)/C(=C/C#N)C2S(=O)(=O)C1,490000.0
CHEMBL323682,COC(=O)/C(Br)=C1/C(=O)N2C(C(=O)OC(c3ccccc3)c3ccccc3)=C(COC(C)=O)CSC12,210000.0
CHEMBL445912,CCOC(=O)C(F)(F)C(=O)[C@H](CC(C)C)NC(=O)CN(C(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C1Cc2ccccc2C1,11100.0
CHEMBL117223,COC(=O)/C=C1/C(=O)N2C(C(=O)OC(c3ccccc3)c3ccccc3)=C(COC(C)=O)CSC12,2600000.0
CHEMBL295221,CCOc1ccccc1C(=O)N[C@]1(OC)C(=O)N2C(C(=O)OCc3ccc(C(=O)O)cc3)=C(CSc3nnnn3C)CO[C@@H]21,9500.0
CHEMBL331243,CCCC[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CCC(=O)O)C(C)(C)C)C(=O)C(N)=O,12000.0
CHEMBL133016,CC(NC(=O)[C@H](CC(=O)N(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)C(=O)c1nc2ncccc2o1,300000.0
CHEMBL133803,CC(NC(=O)[C@H](CC(=O)N(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)C(=O)c1nc2ccccc2s1,300000.0
CHEMBL131760,CN(C)C(=O)C[C@H](NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)C(=O)N[C@H]1CN(OCc2ccccc2)C1=O,300000.0
CHEMBL424452,Cc1ccc2nc(C(=O)C(C)NC(=O)[C@H](CC(=O)N(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)oc2c1,300000.0
CHEMBL335309,C[C@H](NC(=O)[C@H](CC(=O)N(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)C(=O)C(F)(F)C(=O)NCc1ccccc1,300000.0
CHEMBL131909,CC(NC(=O)[C@H](CC(=O)N(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)C(=O)c1nc2ccccc2o1,183000.0
CHEMBL134167,CC(NC(=O)[C@H](CC(=O)N(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)C(=O)C(F)(F)C(F)(F)F,300000.0
CHEMBL134131,Cc1cccc2nc(C(=O)C(C)NC(=O)[C@H](CC(=O)N(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)oc12,300000.0
CHEMBL133854,Cc1ccc2oc(C(=O)C(C)NC(=O)[C@H](CC(=O)N(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)nc2c1,300000.0
CHEMBL422440,CC(NC(=O)[C@H](CC(=O)N(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)C(=O)C(=O)NCc1ccccc1,300000.0
CHEMBL2370698,C[C@H](NC(=O)[C@H](CC(=O)N(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)C(=O)C(F)(F)F,300000.0
CHEMBL133638,Cc1cccc2oc(C(=O)C(C)NC(=O)[C@H](CC(=O)N(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)nc12,300000.0
CHEMBL334303,CC(NC(=O)[C@H](CC(=O)N(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)[PH](=O)C(Oc1ccccc1)Oc1ccccc1,300000.0
CHEMBL162837,CC(C)C1N=C2CN(C3Cc4ccccc4C3)C(=O)[C@H](C(C)C)N2C1(O)C(F)(F)F,3.7
CHEMBL160045,CC(C)C(NC(=O)OCc1ccccc1)C(=O)N(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)C1Cc2ccccc2C1,0.365
CHEMBL386313,Cc1ccc(C)n1-c1ccc(SCC(=O)O)cc1,15500.0
CHEMBL209974,Cc1ccc(C)n1-c1ccc(CC(=O)O)cc1,124900.0
CHEMBL212406,Cc1ccc(C)n1-c1ccc(Cl)c(C(=O)O)c1,160200.0
CHEMBL383943,O=C(/C=C/c1ccco1)C(C(=O)/C=C/c1ccco1)=C1SCCCS1,6700.0
CHEMBL378575,O=C1NC(=S)N/C1=C\c1ccc(O)cc1O,84800.0
CHEMBL213158,CSc1ccc(/C=C2\N=CN(NS(=O)(=O)c3ccc(Cl)c(C(=O)O)c3)C2=O)cc1,75800.0
CHEMBL212852,CCc1nnc(NS(=O)(=O)c2ccc(NC(=O)Nc3ccc(Cl)cc3)cc2)s1,78300.0
CHEMBL212723,Cc1ccc(C)n1-c1ccc(C(=O)O)c(O)c1,51500.0
CHEMBL213144,CC1=C(C#N)C(=O)NC(=O)/C1=C\c1ccc(-c2ccc(S(N)(=O)=O)cc2)o1,52200.0
CHEMBL385899,O=C1NN(c2ccc(Cl)c(C(=O)O)c2)C(=O)/C1=C\c1ccc(-c2ccc(Cl)cc2)o1,89800.0
CHEMBL215448,O=C(O)c1cc(Cl)ccc1-c1ccc(/C=c2\sc3nc(=O)c4c5c(sc4n3c2=O)CCCC5)o1,19600.0
CHEMBL374508,CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N,300000.0
CHEMBL84319,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3ccccc3)nc3ccccc23)CN1C(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)C1CCCCC1)C(C)C)C(=O)O,30000.0
CHEMBL222385,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3ccccc3)nc3cc(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)O,75000.0
CHEMBL391608,COc1ccc(Cl)cc1CC1CNC(=O)CN(S(=O)(=O)c2ccc(Cl)cc2)C1=O,10000.0
CHEMBL270515,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccc(-c2ccccc2)n1)[C@@H](C)O)B(O)O,3550.0
CHEMBL408621,CC1(C)C2CC[C@]1(C)C(OC(=O)/C=C/c1cc(O)c(O)c(O)c1)C2,540.0
CHEMBL261166,CC1(C)C2CC[C@]1(C)C(OC(=O)/C=C/c1ccc(O)c(O)c1)C2,1560.0
CHEMBL450997,[N-]=[N+]=CC(=O)[C@H](Cc1ccc(I)cc1)NC(=O)CN,50000.0
CHEMBL516292,N#C[C@@]1(NC(=O)[C@@H](N)Cc2cccs2)C[C@@H]1c1ccccc1.O=C(O)C(F)(F)F,220.0
CHEMBL478737,N#C[C@]1(NC(=O)[C@H](N)Cc2cccs2)C[C@H]1c1ccccc1.O=C(O)C(F)(F)F,30000.0
CHEMBL515494,N#C[C@@]1(NC(=O)C(N)Cc2sccc2F)C[C@@H]1c1ccccc1.O=C(O)C(F)(F)F,10000.0
CHEMBL1162477,N#C[C@]1(NC(=O)[C@@H](N)Cc2ccccc2F)C[C@H]1c1ccccc1.O=C(O)C(F)(F)F,1900.0
CHEMBL518500,O=C1c2ccccc2S(=O)(=O)N1c1c(F)c(F)nc(F)c1F,81.0
CHEMBL512569,O=C1C2=C(CCCC2)S(=O)(=O)N1c1ccncc1.[O-][Cl+3]([O-])([O-])O,100000.0
CHEMBL513281,O=C1C2=C(CCCC2)S(=O)(=O)N1c1cccc(Cl)n1,100000.0
CHEMBL503392,O=C1C2=C(CCCC2)S(=O)(=O)N1c1c(F)c(F)c(F)c(F)c1F,100000.0
CHEMBL461946,CC1=C(c2ccccc2)C(=O)N(c2c(F)c(F)nc(F)c2F)S1(=O)=O,33000.0
CHEMBL512758,CC1=C(C)S(=O)(=O)N(c2c(F)c(F)nc(F)c2F)C1=O,100000.0
CHEMBL461945,O=C1C2=C(CCCC2)S(=O)(=O)N1c1c(F)c(F)nc(F)c1F,3100.0
CHEMBL459684,O=C1C2=C(CCCC2)S(=O)(=O)N1c1ncc(F)cc1F,100000.0
CHEMBL459683,O=C1C2=C(CCCC2)S(=O)(=O)N1c1cccc(Br)n1,100000.0
CHEMBL557516,CCc1cc(OC)cc2nc(-c3cccnc3N3CCN(CCN(C)C)CC3)oc(=O)c12,21.0
CHEMBL561734,CCc1cc(OC)cc2nc(-c3cccnc3N3CCN(CCC#N)CC3)oc(=O)c12,24.0
CHEMBL557654,CCc1cc(OC)cc2nc(-c3cccnc3N3CCN(CCO)CC3)oc(=O)c12,16.0
CHEMBL560070,CCc1cc(OC)cc2nc(-c3cccnc3N3CCN(CCN4CCOCC4)CC3)oc(=O)c12,22.0
CHEMBL550399,CCc1cc(OC)cc2nc(-c3cccnc3N3CCN(CC(C)C)CC3)oc(=O)c12,21.0
CHEMBL563702,CCCCN1CCN(c2ncccc2-c2nc3cc(OC)cc(CC)c3c(=O)o2)CC1,27.0
CHEMBL563439,CCc1cc(OC)cc2nc(-c3cccnc3N3CCN(CCOC)CC3)oc(=O)c12,16.0
CHEMBL562391,CCc1cc(OC)cc2nc(-c3cccnc3N3CCN(CC4CC4)CC3)oc(=O)c12,28.0
CHEMBL549709,CCc1cc(OC)cc2nc(-c3cccnc3N3CCN(C4CCCC4)CC3)oc(=O)c12,34.0
CHEMBL562390,CCc1cc(OC)cc2nc(-c3cccnc3N3CCC[C@H](C(=O)O)C3)oc(=O)c12,25.0
CHEMBL562134,CCc1cc(OC)cc2nc(-c3cccnc3N3CCC[C@@H](C(=O)O)C3)oc(=O)c12,19.0
CHEMBL562133,CCc1cc(OC)cc2nc(-c3cccnc3N3CCN(CC(=O)O)CC3)oc(=O)c12,23.0
CHEMBL562191,COc1cc(C(C)(C)C)c2c(=O)oc(-c3cccnc3N3CCN(C)CC3)nc2c1,15000.0
CHEMBL559678,COc1cc(C2CCC2)c2c(=O)oc(-c3cccnc3N3CCN(C4CCN(C)CC4)CC3)nc2c1,850.0
CHEMBL557316,COc1cc(C2CCC2)c2c(=O)oc(-c3cccnc3N3CCC(C(=O)O)CC3)nc2c1,1300.0
CHEMBL564058,COc1cc(C2CCC2)c2c(=O)oc(-c3cccnc3N3CCN(C)CC3)nc2c1,150.0
CHEMBL564263,COc1cc(C2CC2)c2c(=O)oc(-c3cccnc3N3CCN(C4CCN(C)CC4)CC3)nc2c1,110.0
CHEMBL563530,COc1cc(C2CC2)c2c(=O)oc(-c3cccnc3N3CCC(C(=O)O)CC3)nc2c1,140.0
CHEMBL549582,COc1cc(C2CC2)c2c(=O)oc(-c3cccnc3N3CCN(C)CC3)nc2c1,120.0
CHEMBL556912,COc1cc(C(C)C)c2c(=O)oc(-c3cccnc3N3CCN(C4CCN(C)CC4)CC3)nc2c1,140.0
CHEMBL562573,COc1cc(C(C)C)c2c(=O)oc(-c3cccnc3N3CCC(C(=O)O)CC3)nc2c1,330.0
CHEMBL561591,COc1cc(C(C)C)c2c(=O)oc(-c3cccnc3N3CCN(C)CC3)nc2c1,210.0
CHEMBL556294,CCCc1cc(OC)cc2nc(-c3cccnc3N3CCN(C4CCN(C)CC4)CC3)oc(=O)c12,71.0
CHEMBL562750,CCCc1cc(OC)cc2nc(-c3cccnc3N3CCC(C(=O)O)CC3)oc(=O)c12,180.0
CHEMBL562975,CCCc1cc(OC)cc2nc(-c3cccnc3N3CCN(C)CC3)oc(=O)c12,250.0
CHEMBL561388,CCc1cc(N(C)C)cc2nc(-c3cccnc3N3CCN(C4CCN(C)CC4)CC3)oc(=O)c12,2600.0
CHEMBL561190,CCc1cc(N(C)C)cc2nc(-c3cccnc3N3CCN(C)CC3)oc(=O)c12,5300.0
CHEMBL561873,CCc1cc(OC)cc2nc(-c3cccnc3N3CCN(C4CCN(C)CC4)CC3)oc(=O)c12,28.0
CHEMBL558847,CCc1cc(OC)cc2nc(-c3cccnc3N3CCC(C(=O)O)CC3)oc(=O)c12,28.0
CHEMBL551526,CCc1cc(OC)cc2nc(-c3cccnc3N3CCN(C)CC3)oc(=O)c12,20.0
CHEMBL564055,CCc1cccc2nc(-c3cccnc3N3CCN(C4CCN(C)CC4)CC3)oc(=O)c12,8.5
CHEMBL565173,CCc1cccc2nc(-c3cccnc3N3CCC(C(=O)O)CC3)oc(=O)c12,8.6
CHEMBL558846,CCc1cccc2nc(-c3cccnc3N3CCN(C)CC3)oc(=O)c12,8.1
CHEMBL560589,Cc1cccc2nc(-c3cccnc3N3CCN(C4CCN(C)CC4)CC3)oc(=O)c12,74.0
CHEMBL560588,Cc1cccc2nc(-c3cccnc3N3CCC(C(=O)O)CC3)oc(=O)c12,79.0
CHEMBL561267,Cc1cccc2nc(-c3cccnc3N3CCN(C)CC3)oc(=O)c12,93.0
CHEMBL554978,Cc1cccc2nc(-c3cccnc3-n3ccnc3)oc(=O)c12,64.0
CHEMBL559936,Cc1cccc2nc(-c3cccnc3N(C)CCN(C)C)oc(=O)c12,110.0
CHEMBL551606,Cc1cccc2nc(-c3cccnc3NCCN(C)C)oc(=O)c12,8100.0
CHEMBL559539,Cc1cccc2nc(-c3cccnc3NCCN3CCOCC3)oc(=O)c12,6000.0
CHEMBL572333,COc1cccc2nc(-c3cccnc3Oc3ccccc3)oc(=O)c12,390.0
CHEMBL551605,O=c1oc(-c2cccnc2Oc2ccccc2)nc2cccc(Cl)c12,160.0
CHEMBL538435,Cc1ccc(-c2nc3cccc(C)c3c(=O)o2)cn1,710.0
CHEMBL549643,Cc1ncccc1-c1nc2cccc(C)c2c(=O)o1,87.0
CHEMBL550113,COc1ncccc1-c1nc2cccc(C)c2c(=O)o1,85.0
CHEMBL538373,Cc1cccc2nc(-c3cccnc3)oc(=O)c12,900.0
CHEMBL563440,O=c1oc(-c2cccnc2Oc2ccccc2)nc2ccccc12,9300.0
CHEMBL551405,Cc1cccc2nc(-c3ccccc3Oc3ccccc3)oc(=O)c12,170.0
CHEMBL564122,Cc1cccc2nc(-c3cccnc3Oc3ccccc3)oc(=O)c12,61.0
CHEMBL578159,N#Cc1nc(Nc2cc(F)cc(F)c2)c2ncn(CC(F)F)c2n1,85113.8
CHEMBL595073,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)COc1ccc(OCC(=O)O)cc1)C(C)C)C(=O)c1nc2ccccc2o1,7.6
CHEMBL594202,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)Cn1ccc(=O)n(CC(=O)O)c1=O)C(C)C)C(=O)c1nc2ccccc2o1,24.0
CHEMBL593985,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)Cn1c(=O)ccn(CC(=O)O)c1=O)C(C)C)C(=O)c1nc2ccccc2o1,27.0
CHEMBL595074,Cc1cn(CC(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)c2nc3ccccc3o2)C(C)C)C(C)C)c(=O)n(CC(=O)O)c1=O,14.0
CHEMBL594664,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1CCC(=O)N(CC(=O)O)C1=O)C(C)C)C(=O)c1nc2ccccc2o1,33.0
CHEMBL594220,Cc1nn(CC(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)c2nc3ccccc3o2)C(C)C)C(C)C)c(=O)n(CC(=O)O)c1=O,27.0
CHEMBL594012,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)Cn1ncc(=O)n(CC(=O)O)c1=O)C(C)C)C(=O)c1nc2ccccc2o1,43.0
CHEMBL594209,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1CC(=O)N(CC(=O)O)C1=O)C(C)C)C(=O)c1nc2ccccc2o1,42.0
CHEMBL594510,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1C(=O)CN(CC(=O)O)C1=O)C(C)C)C(=O)c1nc2ccccc2o1,35.0
CHEMBL594037,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1C(=O)N(CC(=O)O)C(=O)C1(C)C)C(C)C)C(=O)c1nc2ccccc2o1,47.0
CHEMBL594720,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1C(=O)N(CC(=O)O)C(C)(C)C1=O)C(C)C)C(=O)c1nc2ccccc2o1,23.0
CHEMBL594184,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1CCN(CC(=O)O)C1=O)C(C)C)C(=O)c1nc2ccccc2o1,17.0
CHEMBL572111,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1CC(=O)N(CC(=O)O)CC1=O)C(C)C)C(=O)c1nc2ccccc2o1,62.0
CHEMBL594724,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1CCN(CC(=O)O)C(=O)C1=O)C(C)C)C(=O)c1nc2ccccc2o1,30.0
CHEMBL594497,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1CCN(CC(=O)O)CC1)C(C)C)C(=O)c1nc2ccccc2o1,62.0
CHEMBL595075,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)Cn1ccc(=O)n(CC(=O)O)c1=O)C(C)C)C(=O)C(=O)NCc1ccccc1,21.0
CHEMBL594572,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1CCN(CC(=O)O)C(=O)C1=O)C(C)C)C(=O)C(=O)NCc1ccccc1,20.0
CHEMBL596517,COC(=O)C(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)Cn1ccc(=O)n(CC(=O)O)c1=O)C(C)C)C(C)C,6.6
CHEMBL595377,COC(=O)C(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1CCN(CC(=O)O)C(=O)C1=O)C(C)C)C(C)C,6.6
CHEMBL595591,CC(C)[C@H](NC(=O)Cn1ccc(=O)n(CC(=O)O)c1=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)C(F)(F)F)C(C)C,28.0
CHEMBL604276,CC(C)[C@H](NC(=O)Cn1ccc(=O)[nH]c1=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)C(F)(F)F)C(C)C,1000.0
CHEMBL595605,CC(C)[C@H](NC(=O)CN1CCN(CC(=O)O)C1=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)C(F)(F)F)C(C)C,29.0
CHEMBL593265,CC(C)[C@H](NC(=O)CN1CCN(CC(=O)O)C1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(=O)C(F)(F)F)C(C)C,1000.0
CHEMBL506966,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2C(CO)=C[C@@H](OC(=O)/C=C/c3ccc(O)cc3)[C@H]12,100000.0
CHEMBL592955,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2C(CO)=C[C@@H](OC(=O)/C=C/c3ccc(O)c(OC)c3)[C@H]12,100000.0
CHEMBL501132,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2C(CO)=C[C@@H](OC(=O)/C=C\c3ccc(OC)cc3)[C@H]12,100000.0
CHEMBL447012,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2C(CO)=C[C@@H](OC(=O)/C=C/c3ccc(OC)cc3)[C@H]12,18000.0
CHEMBL499411,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2C(CO)=C[C@@H](OC(=O)/C=C\c3ccc(O)cc3)[C@H]12,100000.0
CHEMBL297453,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,12800.0
CHEMBL1078411,N#C[C@@]1(NC(=O)[C@@H](N)Cc2cccs2)C[C@@H]1c1ccccc1,50000.0
CHEMBL190503,O=S(=O)(F)Cc1ccccc1,95219.3
CHEMBL1172107,COc1ccccc1-c1nc2cc(Cl)ccc2c(=O)o1,612.4
CHEMBL1172305,O=c1oc(-c2ccccc2F)nc2cccc(Cl)c12,52.7
CHEMBL1172265,O=c1oc(-c2ccccc2Cl)nc2cccc(Cl)c12,30.7
CHEMBL1172443,O=c1oc(-c2ccccc2Br)nc2cccc(Cl)c12,24.8
CHEMBL1172306,Cc1ccccc1-c1nc2cccc(Cl)c2c(=O)o1,57.1
CHEMBL1172307,COc1ccccc1-c1nc2cccc(Cl)c2c(=O)o1,40.0
CHEMBL231813,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,8000.0
CHEMBL4525964,CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)OCC(C)(C)CCCCc1cccc3c1CN(C3)C(=O)O2)C(=O)NS(=O)(=O)C1CC1,10000.0
CHEMBL218394,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,10000.0
CHEMBL1631754,CCOC(=O)/C=C1\[C@@H](C(C)O[Si](C)(C)C(C)(C)C)C(=O)N1C(=O)c1cc(OCc2ccccc2)c(OCc2ccccc2)c(OCc2ccccc2)c1,500.0
CHEMBL1241348,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(=O)C(C)C)n3)nc3c(Br)c(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)O,30000.0
CHEMBL1808476,O=C(Nc1ccccc1)c1nn(C(=O)c2ccccc2)c2ccccc12,420.0
CHEMBL1808477,Cc1ccccc1C(=O)n1nc(C(=O)Nc2ccccc2)c2ccccc21,34000.0
CHEMBL1808478,Cc1cccc(C(=O)n2nc(C(=O)Nc3ccccc3)c3ccccc32)c1,930.0
CHEMBL1808479,Cc1ccc(C(=O)n2nc(C(=O)Nc3ccccc3)c3ccccc32)cc1,29000.0
CHEMBL1808481,O=C(Nc1ccccc1)c1nn(C(=O)c2cccc(Cl)c2)c2ccccc12,3900.0
CHEMBL1808482,O=C(Nc1ccccc1)c1nn(C(=O)c2ccc(Cl)cc2)c2ccccc12,6100.0
CHEMBL1808483,O=C(Nc1ccccc1)c1nn(C(=O)c2cccc([N+](=O)[O-])c2)c2ccccc12,11000.0
CHEMBL1808485,O=C(Nc1ccccc1)c1nn(C(=O)c2cccc(F)c2)c2ccccc12,5900.0
CHEMBL1808486,O=C(Nc1ccccc1)c1nn(C(=O)c2ccc(F)cc2)c2ccccc12,8100.0
CHEMBL1808487,COc1cccc(C(=O)n2nc(C(=O)Nc3ccccc3)c3ccccc32)c1,1800.0
CHEMBL1808488,N#Cc1ccc(C(=O)n2nc(C(=O)Nc3ccccc3)c3ccccc32)cc1,38000.0
CHEMBL1808490,O=C(Nc1ccccc1)c1nn(C(=O)c2ccsc2)c2ccccc12,3100.0
CHEMBL1808491,O=C(Nc1ccccc1)c1nn(C(=O)c2ccc3c(c2)OCO3)c2ccccc12,33000.0
CHEMBL1808492,O=C(Nc1ccccc1)c1nn(C(=O)c2cccc3ccccc23)c2ccccc12,25000.0
CHEMBL1808493,Nc1cccc(C(=O)n2nc(C(=O)Nc3ccccc3)c3ccccc32)c1,3100.0
CHEMBL1808494,CCOC(=O)c1nn(C(=O)c2ccccc2)c2ccccc12,400.0
