molecule_chembl_id,canonical_smiles,standard_value
CHEMBL3344524,O/N=C1\c2ccccc2-c2c1c(NCCN1CCCCC1)nc1cc(Cl)ccc21,244.0
CHEMBL3344525,O/N=C1\c2ccccc2-c2c1c(NCCN1CCOCC1)nc1cc(Cl)ccc21,2728.0
CHEMBL3344526,CN1CCN(CCNc2nc3ccc(Cl)cc3c3c2/C(=N/O)c2ccccc2-3)CC1,699.0
CHEMBL3344527,CN1CCN(CCNc2nc3cc(Cl)ccc3c3c2/C(=N/O)c2ccccc2-3)CC1,1055.0
CHEMBL3344528,O/N=C1\c2ccccc2-c2c1c(N1CCN(c3ccccn3)CC1)nc1ccc(Cl)cc21,6807.0
CHEMBL3344529,CCC(=O)O/N=C1\c2ccccc2-c2c1c(N1CCN(c3ccccn3)CC1)nc1ccc(Cl)cc21,4160.0
CHEMBL3344530,O/N=C1\c2ccccc2-c2c1c(-n1ccnc1)nc1ccc(Cl)cc21,5000.0
CHEMBL3344531,COc1nc2ccc(Cl)cc2c2c1/C(=N/NC(=N)N)c1ccccc1-2.Cl,432.0
CHEMBL3344532,COc1nc2ccc(Cl)cc2c2c1/C(=N/N1CCN(C)CC1)c1ccccc1-2.Cl,3157.0
CHEMBL2164256,Cc1ccc(C(CCC(=O)N(C)O)P(=O)(O)O)cc1,380.0
CHEMBL3341763,COc1ccc(C(CCC(=O)N(C)O)P(=O)(O)O)cc1,570.0
CHEMBL3342262,COc1ccc(C(OCC(=O)N(C)O)P(=O)(O)O)cc1,410.0
CHEMBL3343696,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O[C@@H]1C(=O)N([C@@H](C)c2ccccc2)[C@@H]1c1ccc2ccccc2c1,10000.0
CHEMBL3343695,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O[C@@H]1C(=O)N([C@@H](C)c2ccccc2)[C@@H]1c1ccccc1[N+](=O)[O-],21000.0
CHEMBL3343694,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O[C@@H]1C(=O)N([C@@H](C)c2ccccc2)[C@@H]1c1ccc([N+](=O)[O-])cc1,27000.0
CHEMBL3343693,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O[C@@H]1C(=O)N([C@@H](C)c2ccccc2)[C@@H]1c1ccc(Br)cc1,11000.0
CHEMBL3343692,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O[C@@H]1C(=O)N([C@@H](C)c2ccccc2)[C@@H]1c1ccc(F)cc1,19000.0
CHEMBL3343691,Cc1cccc([C@@H]2[C@H](O[C@@H]3C[C@H](C)CC[C@H]3C(C)C)C(=O)N2[C@@H](C)c2ccccc2)c1,42000.0
CHEMBL3343690,Cc1ccc([C@@H]2[C@H](O[C@@H]3C[C@H](C)CC[C@H]3C(C)C)C(=O)N2[C@@H](C)c2ccccc2)cc1,35000.0
CHEMBL3343689,COc1ccc([C@@H]2[C@H](O[C@@H]3C[C@H](C)CC[C@H]3C(C)C)C(=O)N2[C@@H](C)c2ccccc2)cc1OC,8000.0
CHEMBL3343688,COc1cccc([C@@H]2[C@H](O[C@@H]3C[C@H](C)CC[C@H]3C(C)C)C(=O)N2[C@@H](C)c2ccccc2)c1,8000.0
CHEMBL3343687,COc1ccc([C@@H]2[C@H](O[C@@H]3C[C@H](C)CC[C@H]3C(C)C)C(=O)N2[C@@H](C)c2ccccc2)cc1,13000.0
CHEMBL3343686,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O[C@@H]1C(=O)N([C@@H](C)c2ccccc2)[C@@H]1/C=C/c1ccccc1,50000.0
CHEMBL3343685,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O[C@@H]1C(=O)N([C@@H](C)c2ccccc2)[C@@H]1c1ccccc1Cl,36000.0
CHEMBL3343684,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O[C@@H]1C(=O)N([C@@H](C)c2ccccc2)[C@@H]1c1ccc(Cl)cc1,33000.0
CHEMBL3343683,C[C@@H](c1ccccc1)N1C(=O)[C@@H](Oc2ccccc2)[C@H]1c1ccc(Cl)cc1,42000.0
CHEMBL3343682,C[C@@H](c1ccccc1)N1C(=O)[C@H](Oc2ccccc2)[C@@H]1c1ccc(Cl)cc1,42000.0
CHEMBL3343681,COc1ccc(N2C(=O)[C@@H](O[C@@H]3C[C@H](C)CC[C@H]3C(C)C)[C@H]2c2ccc(Cl)cc2)cc1,50000.0
CHEMBL3343680,COc1ccc(N2C(=O)[C@H](O[C@@H]3C[C@H](C)CC[C@H]3C(C)C)[C@@H]2c2ccc(Cl)cc2)cc1,50000.0
CHEMBL3331247,[O-][n+]1c(Cl)c(OC2CCCCC2)nc2ccc(F)cc21,4100.0
CHEMBL3338936,O=S1(=O)C[C@H]2[C@@H](O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)c2c1ccc1ccccc21,100000.0
CHEMBL3338935,Cc1cccc2c1S(=O)(=O)C[C@H]1[C@H]2O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,2140.0
CHEMBL3338934,CC(C)(C)c1ccc2c(c1)[C@@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1CS2(=O)=O,700.0
CHEMBL3338933,COc1ccc2c(c1)[C@@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1CS2(=O)=O,1950.0
CHEMBL3338932,Cc1ccc2c(c1)[C@@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1CS2(=O)=O,1690.0
CHEMBL3338931,O=S1(=O)C[C@H]2[C@@H](O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)c2ccccc21,3210.0
CHEMBL3338930,CC(C)(C)c1ccc2c(c1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1CS2(=O)=O,100000.0
CHEMBL3338929,CC(=O)OC[C@H]1O[C@@H]2c3cc(C(C)(C)C)ccc3S(=O)(=O)C[C@@H]2[C@@H](OC(C)=O)[C@@H]1OC(C)=O,100000.0
CHEMBL3338928,O=S1(=O)C[C@H]2[C@H](O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)c2c1ccc1ccccc21,3830.0
CHEMBL3338927,Cc1cccc2c1S(=O)(=O)C[C@H]1[C@@H]2O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,1620.0
CHEMBL3338926,CC(C)(C)c1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1CS2(=O)=O,280.0
CHEMBL3338925,COc1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1CS2(=O)=O,1700.0
CHEMBL3338924,Cc1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1CS2(=O)=O,1930.0
CHEMBL3338923,O=S1(=O)C[C@H]2[C@H](O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)c2ccccc21,3950.0
CHEMBL3338922,[O-][S@+]1C[C@H]2[C@H](O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)c2c1ccc1ccccc21,2170.0
CHEMBL3338921,Cc1cccc2c1[S@+]([O-])C[C@H]1[C@@H]2O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,4340.0
CHEMBL3338920,CC(C)(C)c1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1C[S@@+]2[O-],330.0
CHEMBL3338919,COc1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1C[S@@+]2[O-],2070.0
CHEMBL3338918,Cc1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1C[S@@+]2[O-],2910.0
CHEMBL3338917,[O-][S@+]1C[C@H]2[C@H](O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)c2ccccc21,100000.0
CHEMBL3338916,[O-][S@@+]1C[C@H]2[C@H](O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)c2c1ccc1ccccc21,520.0
CHEMBL3338915,Cc1cccc2c1[S@@+]([O-])C[C@H]1[C@@H]2O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,2760.0
CHEMBL3338914,CC(C)(C)c1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1C[S@+]2[O-],330.0
CHEMBL3338913,COc1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1C[S@+]2[O-],2620.0
CHEMBL3338912,Cc1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1C[S@+]2[O-],4110.0
CHEMBL3338911,[O-][S@@+]1C[C@H]2[C@H](O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)c2ccccc21,10340.0
CHEMBL3338910,CC(C)(C)c1ccc2c(c1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1CS2,100000.0
CHEMBL3338909,CC(=O)COC[C@H]1O[C@@H]2c3cc(C(C)(C)C)ccc3SC[C@@H]2[C@@H](OC(C)=O)[C@@H]1OC(C)=O,100000.0
CHEMBL3338908,c1ccc(COC[C@H]2O[C@@H]3c4c(ccc5ccccc45)SC[C@@H]3[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)cc1,7110.0
CHEMBL3338907,Cc1cccc2c1SC[C@H]1[C@@H]2O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,2260.0
CHEMBL3338906,CC(C)(C)c1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1CS2,100000.0
CHEMBL3338905,COc1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1CS2,1730.0
CHEMBL3338904,Cc1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1CS2,3370.0
CHEMBL3338903,c1ccc(COC[C@H]2O[C@@H]3c4ccccc4SC[C@@H]3[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)cc1,2050.0
CHEMBL3358128,COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1C.O=C(O)C(F)(F)F,302.0
CHEMBL3358132,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)NCc1ccccc1)N(C)C.O=C(O)C(F)(F)F,421.0
CHEMBL3358134,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)NCc1ccccc1.O=C(O)C(F)(F)F,378.0
CHEMBL3358136,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C(C)C)N(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)NCc1ccccc1.O=C(O)C(F)(F)F,170.0
CHEMBL3358140,COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)C1.O=C(O)C(F)(F)F,419.0
CHEMBL3358141,COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1C(C)C.O=C(O)C(F)(F)F,165.0
CHEMBL3358142,COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1Cc1ccc(O)cc1.O=C(O)C(F)(F)F,67.0
CHEMBL3358143,COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1Cc1c[nH]c2ccccc12.O=C(O)C(F)(F)F,29.0
CHEMBL197308,CC(C)c1cc2c(cc1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2,3.5
CHEMBL3335092,N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1ccccc1,240.0
CHEMBL3335093,N/C(=N\N=C\c1ccccc1)C(O)c1cccc2ccccc12,3900.0
CHEMBL3335094,N/C(=N\N=C\c1ccccc1)C(O)c1ccc2ccccc2c1,10000.0
CHEMBL3335095,Cc1ccc(/C=N/N=C(\N)CC(O)c2cccc3ccccc23)cc1,62.0
CHEMBL3335096,N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1ccc(C(F)(F)F)cc1,300.0
CHEMBL3335097,COc1ccc(/C=N/N=C(\N)CC(O)c2cccc3ccccc23)cc1,210.0
CHEMBL3335098,CCOc1cc(/C=N/N=C(\N)CC(O)c2cccc3ccccc23)ccc1O,450.0
CHEMBL3335099,N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1ccc(F)cc1,200.0
CHEMBL3335100,N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1cccc(Br)c1,94.0
CHEMBL3335101,N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1ccc(F)cc1F,190.0
CHEMBL3335102,N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1ccc(F)c(F)c1,550.0
CHEMBL3335103,N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1ccc(Cl)c(Cl)c1,190.0
CHEMBL3335104,N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1cccnc1,1100.0
CHEMBL3335105,N/C(CC(O)c1cccc2ccccc12)=N\N=C\c1ccco1,380.0
CHEMBL3335106,CCC/C(=N\N=C(/N)CC(O)c1cccc2ccccc12)c1ccccc1,610.0
CHEMBL3335107,C/C(=N\N=C(/N)CC(O)c1cccc2ccccc12)c1ccc(F)cc1,740.0
CHEMBL3335108,Cc1ccc(/C=N/N=C(\N)CC(O)c2ccc3ccccc3c2)cc1,380.0
CHEMBL3335109,N/C(CC(O)c1ccc2ccccc2c1)=N\N=C\c1ccc(C(F)(F)F)cc1,10000.0
CHEMBL3335110,COc1ccc(/C=N/N=C(\N)CC(O)c2ccc3ccccc3c2)cc1,620.0
CHEMBL3335111,CCOc1cc(/C=N/N=C(\N)CC(O)c2ccc3ccccc3c2)ccc1O,1300.0
CHEMBL3335112,N/C(CC(O)c1ccc2ccccc2c1)=N\N=C\c1ccc(F)cc1,2500.0
CHEMBL3335113,N/C(CC(O)c1ccc2ccccc2c1)=N\N=C\c1ccc(F)cc1F,10000.0
CHEMBL3335114,N/C(CC(O)c1ccc2ccccc2c1)=N\N=C\c1ccc(Cl)c(Cl)c1,700.0
CHEMBL3335115,N/C(CC(O)c1ccc2ccccc2c1)=N\N=C\c1cccnc1,10000.0
CHEMBL3335116,N/C(CC(O)c1ccc2ccccc2c1)=N\N=C\c1ccco1,10000.0
CHEMBL3335117,N/C(CC(O)c1cc2ccccc2c2ccccc12)=N\N=C\c1ccccc1,28.0
CHEMBL3335118,N/C(CC(O)c1cc2ccccc2c2ccccc12)=N\N=C\c1ccc(F)cc1,11.0
CHEMBL478261,COc1ccc(/C=C/C(=O)c2ccccc2)cc1S(=O)(=O)N1CCOCC1,2060.0
CHEMBL3329257,COc1ccc(/C=C/C(=O)c2ccc(-n3cnc4ccccc43)cc2)c(OC)c1,1.1
CHEMBL2028056,CN1CCN(c2ncnc3c2[nH]c2ccc(Cl)cc23)CC1,1181.0
CHEMBL1594640,COc1cccc(Cn2c(Oc3ccccc3)nc3c2c(=O)n(C)c(=O)n3C)c1,1154.0
CHEMBL2028058,COc1ccc(CCN2C(=O)c3[nH]nc(-c4cc(Cl)c(C)cc4O)c3C2c2ccccc2F)cc1,3188.0
CHEMBL2028061,CC(C)CNC(=O)c1c(N)n(CCc2ccccc2F)c2nc3ccccc3nc12,680.3
CHEMBL532079,CC(C)(C)c1ccc(O)c(CNC2CCCCC2)c1,180.6
CHEMBL579300,O=c1cc(NC2CCN(CCCc3ccccc3)CC2)c2cc(Cl)ccc2o1,542.8
CHEMBL577012,CC(NCc1ccccc1)c1cc(Cl)ccc1O,498.3
CHEMBL536421,CCOc1cc(Br)c(C(C)NC(=O)c2cccc(OC)c2)cc1OCC,1445.0
CHEMBL580876,COc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccncc2)cc1,810.5
CHEMBL580249,CCOc1cc(Cl)c(C(C)NC(=O)c2ccccc2)cc1OCC,827.8
CHEMBL537505,CCOc1cc(Cl)c(C(C)NC(=O)c2cccc(OC)c2)cc1OCC,649.4
CHEMBL590435,CCOc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1OCC,153.8
CHEMBL606531,Cc1c(C)n(CC(O)CNC2CCCCC2C)c2ccccc12,483.5
CHEMBL600444,Oc1ccc(Br)cc1CN1CCN(Cc2ccc(Cl)cc2)CC1,1523.0
CHEMBL427342,O=C(Nc1cccc(C2=NCCN2)c1)Nc1cccc(C2=NCCN2)c1,332.2
CHEMBL589922,CCc1ccc(CNCC(O)c2ccccc2)cc1.Cl,1866.0
CHEMBL590919,CC(C)(C)CC(C)(C)NCC(O)COc1ccc2c(c1)CCC2.Cl,1756.0
CHEMBL531222,COc1cccc(NC(=O)Cn2c(C)c(C#N)c3ccccc32)c1,1266.0
CHEMBL602366,O=c1c2c([nH]c3ccccc13)CCCC2,876.0
CHEMBL580159,Oc1ccc(Cl)cc1CNc1nc2ccccc2[nH]1,1001.0
CHEMBL601567,CCOc1c(Cl)cc(CNC(C)C(O)c2ccccc2)cc1OC,1362.0
CHEMBL534283,CCCCNc1nc(NC(C)(C)C)nc(NC(C)(C)C)n1,892.6
CHEMBL546168,Cc1cc(Nc2ccc(C)c(Cl)c2)n2nc(C(F)(F)F)nc2n1,1241.0
CHEMBL548469,Cl.Cn1c(=O)n(C)c2cc(CNCCNc3ccnc4cc(Cl)ccc34)ccc21,196.7
CHEMBL586888,CC(C)(C)C(=O)Nc1ccc(C(=O)Nc2cccc(-c3nc4ccccc4[nH]3)c2)cc1,752.8
CHEMBL534612,COc1ccc(CNC(=O)c2cc3c(=O)n4ccccc4nc3n(CCc3ccccc3)c2=N)cc1,1228.0
CHEMBL580819,O=C(Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1cccc(NC(=O)c2ccco2)c1,506.3
CHEMBL261095,O=C(Nc1ccccc1O)c1ccc(Oc2cccc(C(=O)Nc3ccccc3O)c2)cc1,201.7
CHEMBL586933,COc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1OC,903.8
CHEMBL529603,c1ccc(-c2ccc(-c3nc4ccccc4[nH]3)cc2)cc1,2001.0
CHEMBL548334,CC(=O)c1sc(NC(=O)Nc2ccc(C)cc2C)nc1C,1973.0
CHEMBL531060,COc1ccc2nc(N)nc(C)c2c1,1871.0
CHEMBL580388,O=C(c1ccccc1F)N(Cc1ccc(Cl)cc1)c1ccccn1,1189.0
CHEMBL581194,O=C(Nc1ccc(CN2CCOCC2)cc1)c1ccc(-c2ccc(Br)cc2)o1,957.5
CHEMBL580757,COCCn1c(C)nc2ccccc2c1=O,929.8
CHEMBL526587,Cc1ccc(-c2cc(C(=O)Nc3ccc(S(=O)(=O)N4CCCCC4)cc3)[nH]n2)c(O)c1,2354.0
CHEMBL592338,CCOc1ccc(-c2nc(NC(=O)c3cccc(S(C)(=O)=O)c3)sc2C)cc1,1439.0
CHEMBL600439,COc1ccccc1N1CCN(C(CNS(=O)(=O)c2ccc(Cl)cc2)c2cccnc2)CC1,913.0
CHEMBL581489,COc1ccccc1CNC(=O)CCn1c(=O)[nH]c2ccccc2c1=O,517.6
CHEMBL582486,O=C(Nc1ccc(Cl)cc1)N1CCN(c2ccc3nncn3n2)CC1,1039.0
CHEMBL583844,O=C(CSc1ccc2nnc(-c3cccc(F)c3)n2n1)Nc1ccc2c(c1)OCO2,541.2
CHEMBL529640,CCC(C)NCC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,550.6
CHEMBL584841,CCCCNCC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,420.5
CHEMBL528734,FC(F)(F)c1ccc(Nc2nnnc3ccccc23)cc1,3991.0
CHEMBL588859,O=C(Nc1ccsc1C(=O)NC1CCCCC1)c1ccc(F)cc1,1045.0
CHEMBL591128,CCOc1ccc(/C=C/c2nc(=O)c3ccccc3o2)cc1,739.8
CHEMBL548209,Nc1ccc(-c2nc3cc(Cc4ccc5[nH]c(-c6ccc(N)cc6)nc5c4)ccc3[nH]2)cc1,1818.0
CHEMBL600030,COc1ccc(CN2CCN(Cc3ccccc3)CC2)c(O)c1,1135.0
CHEMBL537071,CC(C)=CCN1CCC(C(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)CC1,1240.0
CHEMBL591147,O=C(Nc1ccccc1O)c1ccc(-c2ccc(Cl)cc2Cl)o1,2992.0
CHEMBL592305,Oc1ccc(C(=C(Cl)Cl)c2ccc(O)cc2)cc1,1906.0
CHEMBL591393,O=C(Nc1ccc(F)c(Cl)c1)Nc1ccc(Cl)c(Cl)c1,1828.0
CHEMBL602312,CCN(CC)CCCNc1nc(-c2ccc(Cl)cc2)nc2ccccc12,424.8
CHEMBL526800,CCOC(=O)C1=C(C)N=c2sc(=Cc3cc(Cl)ccc3O)c(=O)n2C1c1ccc(OC)cc1,527.0
CHEMBL580140,FC(F)(F)c1cccc(CNC2CCN(CCc3ccccc3)CC2)c1,490.3
CHEMBL600356,CCCCCCc1cc(O)c2c3c(c(=O)oc2c1)CCC(C)C3,567.5
CHEMBL602409,CN1c2ccccc2N(C)C1c1ccc2c(c1)OCO2,1146.0
CHEMBL579760,Cc1ccc(OCCCCCCNCCO)c(C)c1,2479.0
CHEMBL599100,COc1ccc(C(=O)NC(c2ccccc2Cl)c2cc(Cl)c3cccnc3c2O)cc1,977.9
CHEMBL581874,OC(Cn1nnc2ccccc21)Cn1c2ccc(Br)cc2c2cc(Br)ccc21,2028.0
CHEMBL589060,O=C(Nc1ccc(Cl)cc1C(=O)Nc1ccncc1)c1ccc(Cl)cc1Cl,866.2
CHEMBL529968,COc1ccc(CN2CCCC(C(=O)c3ccc(C(F)(F)F)cc3)C2)c(O)c1,635.4
CHEMBL525519,COc1cccc(O)c1CN1CCC2(CCCN(Cc3ccc(F)cc3)C2)C1,501.8
CHEMBL548901,COc1ccc(CNC2CCN(c3ccc(NC(=O)c4cccc(Cl)c4)cc3)CC2)cc1OC,1188.0
CHEMBL533399,COc1ccc(CCN2CCC(CN(C)Cc3cnn(-c4ccccc4)c3)CC2)cc1,2678.0
CHEMBL535556,O=C(NC1CCCC1)c1ccc(N2CCC(NCc3cccc(C(F)(F)F)c3)CC2)cc1,468.0
CHEMBL587923,Cc1ccc(CN2CCC(C(=O)Nc3ccc(-c4cc5ccccc5[nH]4)cc3)CC2)o1,459.0
CHEMBL533921,COCCNC(=O)c1ccc(OC2CCN(Cc3ccc(F)c(F)c3)CC2)c(Cl)c1,754.3
CHEMBL590680,COc1ccc(C2N(C)c3ccccc3N2C)cc1,1100.0
CHEMBL600906,CCCc1c(C)nc2ccccc2c1O,636.8
CHEMBL585686,CCCC(c1nnnn1C1CCCCC1)N1CCN(C(=O)c2ccco2)CC1.Cl,518.3
CHEMBL582552,CN(C)c1ccc(-c2nc3cc(N)ccc3[nH]2)cc1,1239.0
CHEMBL588516,CCn1c(SCC(=O)Nc2cc(C(F)(F)F)ccc2Cl)nc2ccccc2c1=O,902.8
CHEMBL549208,COCCN(C(=O)Cc1cccs1)C(C(=O)NCc1ccc(OC)cc1)c1ccc(C(C)C)cc1,975.4
CHEMBL545880,O=C(CCc1ccco1)NC1CCN(CC2(c3ccc(Cl)cc3)CCC2)CC1,1026.0
CHEMBL591887,CCOC(=O)C1(Cc2ccccc2)CCN(Cc2cccc(OC)c2O)CC1,2199.0
CHEMBL607308,C=C(C)CCC(C)N1CCC(N2CCC(C(=O)NCCc3ccccc3)CC2)CC1,1462.0
CHEMBL524930,Oc1ccccc1CN1CCC2(CCCN(Cc3ccccc3F)C2)C1,646.7
CHEMBL532015,CC(=O)c1ccc(NC(=O)CSc2nc(-c3ccccc3Cl)ns2)cc1,1692.0
CHEMBL601566,CCCCCCc1cc2cc(-c3nc4ccccc4[nH]3)c(=Nc3ccccc3C)oc2cc1O,5723.0
CHEMBL525692,CCOC(=O)C1=C(C)N=c2sc(=Cc3ccccc3O)c(=O)n2C1c1ccc(OC)c2ccccc12,1521.0
CHEMBL532879,O=[N+]([O-])c1ccc(C=NNc2nc3ccccc3[nH]2)cc1,241.6
CHEMBL583682,COc1ccccc1C(=O)ON=C(N)Cc1cccc2ccccc12,4022.0
CHEMBL1237255,COc1ccc(Nc2nc(N/N=C/c3ccc(O)cc3)nc(Nc3ccc([N+](=O)[O-])cc3)n2)cc1,1533.0
CHEMBL528492,CCOc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1.Cl,8132.0
CHEMBL597262,CN(C)c1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,158.3
CHEMBL547443,COc1ccc(CCn2c(=N)c(C(=O)NCc3cccnc3)cc3c(=O)n4cccc(C)c4nc32)cc1,271.7
CHEMBL2028067,COc1ccc(C2c3ccc4ccccc4c3Oc3ncn(CCCn4ccnc4)c(=N)c32)cc1OC,1227.0
CHEMBL601041,CCOc1ccc(Nc2c3ccccc3nc3ccccc23)cc1.Cl,1668.0
CHEMBL589723,Cc1ccc2nc(C)cc(Nc3cccc(C(F)(F)F)c3)c2c1.Cl,1393.0
CHEMBL591395,O=C(O)C(=O)O.Oc1ccc(Br)cc1CN1CCN(Cc2cccc(F)c2)CC1,1287.0
CHEMBL592332,CCOc1ccc2c(c1)CN(Cc1ccc(Cl)cc1)CO2,617.2
CHEMBL602234,CCCCCn1c(=N)n(CC(O)COc2cccc(C)c2)c2ccccc21.Cl,2346.0
CHEMBL590933,CCCCCCn1c(=N)n(CC(O)COc2cccc(C)c2)c2ccccc21.Cl,1805.0
CHEMBL584240,CCOc1cc2c(cc1OCC)C(c1cc(Cl)ccc1O)NCC2,1699.0
CHEMBL590201,CCOc1cc2c(cc1OCC)C(c1cc(Cl)c(O)c(OCC)c1)NCC2,1607.0
CHEMBL589205,CCOc1cc2c(cc1OCC)C(c1cc(C)c(O)c(C)c1)NCC2.Cl,653.5
CHEMBL590686,CCN(CC)c1cc(C)c2cc(NC(=O)c3cccc(OC)c3)ccc2n1,2772.0
