molecule_chembl_id,canonical_smiles,standard_value
CHEMBL67126,COc1ccc(Cc2nn(C)c(=O)c3ccccc23)cc1OC,26.0
CHEMBL11943,COc1ccc2c(c1OC)C[N+]1(C)CCc3cc4c(cc3C1C2)OCO4.[I-],0.97
CHEMBL68362,Cn1nc(Cc2ccc3c(c2)OCO3)c2ccccc2c1=O,3.8
CHEMBL67685,COc1cc(CC(=O)c2ccccc2C(=O)N2CCCCC2)cc(OC)c1OC,100.0
CHEMBL302007,OC1(Cc2ccc(Cl)cc2)c2ccccc2C2=NCCN21,0.036
CHEMBL11531,COc1ccc2cc3n(c(=O)c2c1OC)CCc1cc2c(cc1-3)OCO2,0.557
CHEMBL63840,COc1ccc(CC2(O)c3ccccc3C3=NCCN32)cc1,0.017
CHEMBL67356,COc1ccc(CC2(O)c3ccccc3C3=NCCCN32)cc1,2.3
CHEMBL68178,COc1ccc(CCc2cc(O)cc(OC)c2C(=O)O)cc1,16.0
CHEMBL293674,COc1ccc(Cc2nn(C)c(=O)c3ccccc23)cc1,1.0
CHEMBL308666,COc1cc(Cc2nn(C)c(=O)c3ccccc23)cc(OC)c1OC,32.0
CHEMBL72259,CO[C@H]1O[C@]2(C)OO[C@]13[C@H](CCO)CCC[C@@H]3C[C@H]2C[Si](C)(C)C,0.086
CHEMBL11697,COc1ccc2c(c1OC)C[N+]1([O-])CCc3cc4c(cc3C1C2)OCO4,0.565
CHEMBL63479,OC1(Cc2ccc3c(c2)OCO3)c2ccccc2C2=NCCCN21,38.0
CHEMBL306469,OC1(Cc2ccc(Cl)cc2)c2ccccc2C2=NCCCN21,3.6
CHEMBL74571,CO[C@H]1O[C@]2(C)OO[C@]13[C@H](CCO)CCC[C@@H]3C[C@@H]2C[Si](C)(C)C,1.0
CHEMBL274632,COc1ccc2c(OC)c3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,0.568
CHEMBL307117,COc1cc(Cc2nnc(O)c3ccccc23)cc(OC)c1OC,100.0
CHEMBL74920,CO[C@H]1O[C@]2(C)OO[C@]13[C@H](CCO)CCC[C@@H]3C[C@@H]2Cc1ccccc1,0.6
CHEMBL67399,COc1ccc(CCc2cc(O)cc(OC)c2C(=O)N2CCCCC2)cc1,6.0
CHEMBL70227,COc1cc(CC2(O)c3ccccc3C3=NCCN32)cc(OC)c1OC,0.022
CHEMBL66433,Oc1nnc(Cc2ccc3c(c2)OCO3)c2ccccc12,100.0
CHEMBL66573,OC1(Cc2ccccc2)c2ccccc2C2=NCCN21,2.5
CHEMBL68287,COc1ccc(CC(=O)c2ccccc2C(=O)N2CCCCC2)cc1OC,36.0
CHEMBL67182,COc1cc(C(=O)C(=O)c2ccccc2C(=O)N2CCCCC2)cc(OC)c1OC,30.0
CHEMBL304747,Cn1nc(Cc2ccccc2)c2ccccc2c1=O,5.0
CHEMBL304127,COc1ccc(CC(=O)c2ccccc2C(=O)N2CCCCC2)cc1,100.0
CHEMBL67004,O=C(Cc1ccc(Cl)cc1)c1ccccc1C(=O)N1CCCCC1,12.0
CHEMBL302151,O=C(C(=O)c1ccccc1C(=O)N1CCCCC1)c1ccc2c(c1)OCO2,8.5
CHEMBL68285,COc1ccc(C(=O)C(=O)c2ccccc2C(=O)N2CCCCC2)cc1,17.0
CHEMBL29778,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)c(F)c(F)c1O,56.0
CHEMBL11733,COc1ccc2c(c1OC)C(C#N)N1CCc3cc4c(cc3C1=C2)OCO4,0.101
CHEMBL415017,COc1cc(CC2(O)c3ccccc3C3=NCCCN32)cc(OC)c1OC,5.2
CHEMBL418390,CCN(CC)Cc1c(O)c(F)c(F)c(Nc2ccnc3cc(Cl)ccc23)c1F,500.0
CHEMBL11848,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1=C2)OCO4,0.12
CHEMBL67457,Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O,15.0
CHEMBL75199,CO[C@H]1O[C@]2(C)OO[C@]13[C@H](CCO)CCC[C@@H]3C[C@H]2Cc1ccccc1,0.003
CHEMBL66432,COc1ccc(Cc2nnc(O)c3ccccc23)cc1,1.0
CHEMBL68230,COc1ccc(Cc2nnc(O)c3ccccc23)cc1OC,95.0
CHEMBL2115540,C[C@@H]1OC2CCC1OO2,28.85
CHEMBL160974,CCOC(=O)CCCOOC(C)(C)OC,6950.0
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,150.0
CHEMBL157423,CC12CCC(CO1)OO2,100.0
CHEMBL98114,CN(C)CCNc1ccnc2cc(Cl)ccc12,80.9
CHEMBL148139,Clc1ccc2c(NCCN3CCOCC3)ccnc2c1,150.0
CHEMBL14474,c1ccc2ncccc2c1,10000.0
CHEMBL345634,COC1CCC(OO)CO1,1.046
CHEMBL157691,C1CC2OCC1OO2,0.06
CHEMBL303659,Cc1ccc(CC(=O)Nc2ccc(NC(=O)/C=C/c3ccc(-c4ccc(NC=O)cc4)o3)cc2C(=O)c2ccccc2)cc1,280.0
CHEMBL99254,NCCNc1ccnc2cc(Cl)ccc12,92.0
CHEMBL146616,Clc1ccc2c(NCCN3CCCCC3)ccnc2c1,6.8
CHEMBL344105,Clc1ccc2c(NCCN3CCCC3)ccnc2c1,6.8
CHEMBL319543,CNc1ccc2ccccc2n1,10000.0
CHEMBL66988,CC(=O)c1ccc(-c2ccc(/C=C/C(=O)Nc3ccc(NC(=O)Cc4ccc(C)cc4)c(C(=O)c4ccccc4)c3)o2)cc1,67.0
CHEMBL69698,CC(=O)Nc1ccc(-c2ccc(/C=C/C(=O)Nc3ccc(NC(=O)Cc4ccc(C)cc4)c(C(=O)c4ccccc4)c3)o2)cc1,560.0
CHEMBL1213804,O=C1Nc2ccccc2/C1=C/C(=O)c1ccc(Br)cc1,15200.0
CHEMBL422346,CO[C@H]1CC[C@@H](OO)[C@@H](C)O1,8.0
CHEMBL355822,CCCCCCCOOC(C)(C)OC,800.0
CHEMBL316933,NCCNc1ccc2ccccc2n1,10000.0
CHEMBL280074,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21,8000.0
CHEMBL61236,Nc1ccc2ccccc2n1,10000.0
CHEMBL126077,O=Nc1c(-c2c(O)[nH]c3ccccc23)[nH]c2ccccc12,1100.0
CHEMBL66783,Cc1ccc(CC(=O)Nc2ccc(NC(=O)/C=C/c3ccc(-c4ccc(S(N)(=O)=O)cc4)o3)cc2C(=O)c2ccccc2)cc1,200.0
CHEMBL165502,COCCOOC(C)(C)OC,3200.0
CHEMBL14762,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,28000.0
CHEMBL9445,CO[C@H]1CC[C@H](OO)[C@@H](C)O1,3.436
CHEMBL99408,Nc1ccc2ncccc2c1,10000.0
CHEMBL3037940,C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](OCc3ccc(C(=O)[O-])cc3)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@@]23OO4.[K+],0.00174
CHEMBL127798,O=C1Nc2ccc(Br)cc2/C1=C\C(=O)c1ccc(F)cc1,14400.0
CHEMBL3037941,C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](OCCC(=O)[O-])O[C@@H]3O[C@]4(C)CC[C@@H]1[C@@]23OO4.[K+],0.08502
CHEMBL303927,Cc1ccc(CC(=O)Nc2ccc(NC(=O)/C=C/c3ccc(-c4ccc(N)cc4)o3)cc2C(=O)c2ccccc2)cc1,260.0
CHEMBL163150,COC(C)(C)OOCCC(C)C,1650.0
CHEMBL165486,CCCCCCCCCCCCCCCCOOC(C)(C)OC,440.0
CHEMBL164830,CCCCCCCCCCCCCCCCCCOOC(C)(C)OC,1330.0
CHEMBL319828,Clc1ccc2c(Cl)ccnc2c1,10000.0
CHEMBL296586,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1,3800.0
CHEMBL80298,Nc1cnc2ccccc2c1,10000.0
CHEMBL99921,CNc1ccnc2cc(Cl)ccc12,4000.0
CHEMBL69157,CCS(=O)(=O)c1ccc(-c2ccc(/C=C/C(=O)Nc3ccc(NC(=O)Cc4ccc(C)cc4)c(C(=O)c4ccccc4)c3)o2)cc1,60.0
CHEMBL164724,CCCCCCOOC(C)(C)OC,1550.0
CHEMBL349184,COC(C)(C)OOCCC1=CC[C@H]2C[C@@H]1C2(C)C,370.0
CHEMBL351473,COC(C)(C)OOCCCC1=CC[C@H]2C[C@@H]1C2(C)C,600.0
CHEMBL158670,COC1CC[C@@H]([C@H](C)O)OO1,12.28
CHEMBL23327,CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1,9200.0
CHEMBL126602,O=C1Nc2ccccc2/C1=C\C(=O)c1ccccc1,20000.0
CHEMBL69433,Cc1ccc(CC(=O)Nc2ccc(NC(=O)/C=C/c3ccc(-c4ccc(C#N)cc4)o3)cc2C(=O)c2ccccc2)cc1,220.0
CHEMBL165107,CCCCCCCCCCCCOOC(C)(C)OC,670.0
CHEMBL100194,Nc1cccc2ncccc12,10000.0
CHEMBL3037942,COC(=O)CCCO[C@H]1O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3,0.00306
CHEMBL3037945,C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](OCC(=O)[O-])O[C@@H]3O[C@]4(C)CC[C@@H]1[C@@]23OO4.[K+],0.05379
CHEMBL3037949,CCOC(=O)CO[C@H]1O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3,0.0006
CHEMBL66019,COC(=O)c1ccc(-c2ccc(/C=C/C(=O)Nc3ccc(NC(=O)Cc4ccc(C)cc4)c(C(=O)c4ccccc4)c3)o2)cc1,170.0
CHEMBL2115568,C[C@H]1OC2CCC1OO2,13.1
CHEMBL309119,Cc1ccc(CC(=O)Nc2ccc(NC(=O)/C=C/c3ccc(-c4ccc(C(N)=O)cc4)o3)cc2C(=O)c2ccccc2)cc1,560.0
CHEMBL316953,NCCNc1ccnc2ccccc12,4700.0
CHEMBL50894,O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1,4300.0
CHEMBL165898,COC(C)(C)OOCCCOc1ccccc1,870.0
CHEMBL95358,CC(=O)NCCNc1ccnc2ccccc12,10000.0
CHEMBL160517,COC1CCC(CO)OO1,0.454
CHEMBL327761,OCCNc1ccnc2ccccc12,10000.0
CHEMBL126408,Cc1ccc(C(=O)/C=C2/C(=O)Nc3ccc(Br)cc32)cc1,14600.0
CHEMBL148195,CC(C)(C)NCCNc1ccnc2cc(C(F)(F)F)ccc12,5.5
CHEMBL156796,CO[C@]1(C)CC[C@@H](OO)CO1,7.079
CHEMBL99932,Nc1cccc2cccnc12,10000.0
CHEMBL363491,O=C1Nc2ccc(Br)cc2/C1=C/C(=O)c1ccccc1,15200.0
CHEMBL3037943,COC(=O)c1ccc(CO[C@H]2O[C@@H]3O[C@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@]53OO4)cc1,0.00077
CHEMBL166086,COC(C)(C)OOCCCCC1=CC[C@H]2C[C@@H]1C2(C)C,480.0
CHEMBL31000,OCCNc1ccnc2cc(Cl)ccc12,5070.0
CHEMBL3037946,C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](OCCCC(=O)[O-])O[C@@H]3O[C@]4(C)CC[C@@H]1[C@@]23OO4.[K+],0.07552
CHEMBL67390,Cc1ccc(CC(=O)Nc2ccc(NC(=O)/C=C/c3ccc(-c4ccc(C(F)(F)F)cc4)o3)cc2C(=O)c2ccccc2)cc1,77.0
CHEMBL70200,Cc1ccc(CC(=O)Nc2ccc(NC(=O)/C=C/c3ccc(-c4ccc(S(C)(=O)=O)cc4)o3)cc2C(=O)c2ccccc2)cc1,37.0
CHEMBL58146,Nc1ccnc2ccccc12,10000.0
CHEMBL146617,CC(C)(C)NCCNc1ccnc2cc(Cl)ccc12,4.3
CHEMBL3037944,COC(=O)CCO[C@H]1O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3,0.00184
CHEMBL3037948,C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](OCCC(=O)O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@@]23OO4,0.05174
CHEMBL146945,FC(F)(F)c1ccc2c(NCCN3CCCCC3)ccnc2c1,10.6
CHEMBL166199,COC(C)(C)OOCCc1ccccc1,520.0
CHEMBL166256,CCCCCCCCOOC(C)(C)OC,2600.0
CHEMBL317318,CNc1ccnc2ccccc12,10000.0
CHEMBL3037947,C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](OCCCC(=O)O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@@]23OO4,0.0179
CHEMBL349517,COC(C)(C)OOCCCc1ccccc1,660.0
CHEMBL348737,COC(C)(C)OOCCCC#N,12800.0
CHEMBL1242973,COC(=O)[C@@]1(Cc2ccc(O)c(CC=C(C)C)c2)OC(=O)C(O)=C1c1ccc(O)cc1,11700.0
CHEMBL139702,C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O,2.2
CHEMBL448159,COc1ccc(C(=O)C2=C(c3ccc(OC)cc3)CCC2)cc1,100.0
CHEMBL194699,COc1ccc(C(=O)C2=Cc3ccc(OC)cc3OC2)cc1,13.3
CHEMBL7976,O=C(/C=C/c1ccccc1)c1ccccc1,6.7
CHEMBL370563,O=C(C1=C(c2ccccc2)CCC1)c1ccccc1,35.0
CHEMBL196891,O=C(C1=Cc2ccccc2OC1)c1ccccc1,4.7
CHEMBL104732,COc1ccccc1/C=C/C(=O)c1ccccc1,7.6
CHEMBL196531,COc1ccc(Br)cc1/C=C/C(=O)c1ccc(C)cc1,10.0
CHEMBL369965,Cc1ccc(C(=O)C2=Cc3cc(Br)ccc3OC2)cc1,8.6
CHEMBL194303,COc1ccc(Br)cc1/C=C/C(=O)c1ccccc1C,9.3
CHEMBL194365,Cc1ccccc1C(=O)C1=Cc2cc(Br)ccc2OC1,13.5
CHEMBL371486,COc1cccc(/C=C/C(=O)c2ccccc2C)c1OC,11.0
CHEMBL195240,COc1cccc2c1OCC(C(=O)c1ccccc1C)=C2,15.1
CHEMBL196418,CC(C)=CCC1(C)SC(O)=C(C)C1=O,143000.0
CHEMBL196874,CCC1=C(O)OC(C)C1=O,351000.0
CHEMBL381862,CCCCCCC1(C)OC(O)=C(C)C1=O,222000.0
CHEMBL382314,CCCCCCCCCCC1(C)OC(O)=C(CC)C1=O,94000.0
CHEMBL198280,CCCCCCCCCCC1(C)OC(O)=C(CCCC)C1=O,15000.0
CHEMBL370373,CCCCCCCCCCC1(C)NC(=O)C(C(C)=O)=C1O,63000.0
CHEMBL194317,CCCCCCCCCCCCCCCCC1(C)SC(O)=C(CCC)C1=O,6000.0
CHEMBL427000,CCCCCCCCCCCCCCCCC1(C)SC(O)=C(Cc2ccccc2)C1=O,7000.0
CHEMBL196112,CCCCCCOCCOCCC1(C)SC(O)=C(CC)C1=O,60000.0
CHEMBL371411,CCCC1=C(O)C(C)(CCCCCCO[Si](C)(C)C(C)(C)C)SC1=O,37000.0
CHEMBL196053,CCCC1=C(O)C(C)(CCCCCCO)SC1=O,157000.0
CHEMBL196358,CC1=C(O)SC(C)C1=O,347000.0
CHEMBL370428,CCC1=C(O)SC(C)C1=O,233000.0
CHEMBL196952,CCCC1=C(O)SC(C)C1=O,290000.0
CHEMBL193965,CC1SC(O)=C(Cc2ccccc2)C1=O,195000.0
CHEMBL193803,CCCCCCC1(C)SC(O)=C(C)C1=O,139000.0
CHEMBL196776,CCCCCCCCC1(C)SC(O)=C(C)C1=O,153000.0
CHEMBL197346,CC(C)=CCC/C(C)=C/CC1(C)SC(O)=C(C)C1=O,40000.0
CHEMBL381463,CCCCCCCCCCC1(C)SC(O)=C(C)C1=O,36000.0
CHEMBL194977,CCCCCCCCCCCCCCCCC1(C)SC(O)=C(C)C1=O,25000.0
CHEMBL196061,CCCCCCC1(C)SC(O)=C(CC)C1=O,61000.0
CHEMBL198765,CCCCCCCCC1(C)SC(O)=C(CC)C1=O,54000.0
CHEMBL198418,CCCCCCCCCCC1(C)SC(O)=C(CC)C1=O,15000.0
CHEMBL197928,CCCCCCCCCCCCCCCCC1(C)SC(O)=C(CC)C1=O,19000.0
CHEMBL371919,CCCCCCCCCCC1(C)SC(O)=C(CCC)C1=O,10000.0
CHEMBL371378,CCCCCCCCCCC1(C)SC(O)=C(Cc2ccccc2)C1=O,50000.0
CHEMBL370574,CCC1SC(O)=C(C)C1=O,316000.0
CHEMBL196163,CCCCCCCCCCC1SC(O)=C(C)C1=O,72000.0
CHEMBL382275,CCCCCCCCCCC1(CC)SC(O)=C(C)C1=O,65000.0
CHEMBL198051,CCCCCCCCCCCCCCCCC1(CC)SC(O)=C(C)C1=O,35000.0
CHEMBL197941,CCCCCCCCCCC1(C)SC(O)=C(CCCC)C1=O,71000.0
CHEMBL198195,C=CCC1(C)C(=O)SC(C)C1=O,62000.0
CHEMBL197835,C=CCC1(C)C(=O)SC(C)(CCCCCCCCCC)C1=O,26000.0
CHEMBL197886,C=CCC1(CCC)C(=O)SC(C)(CCCCCCCCCC)C1=O,19000.0
CHEMBL197622,CCCC1(C/C=C(/C)CCC=C(C)C)C(=O)SC(C)C1=O,9000.0
CHEMBL194456,CCCCCCCCCCC1(C)SC(=O)C(C/C=C(/C)CCC=C(C)C)(CCC)C1=O,77000.0
CHEMBL383559,C=CCOC1=C(C)C(=O)SC1(C)CCCCCCCCCC,6000.0
CHEMBL366184,C=CCOC1=C(CCC)C(=O)SC1(C)CCCCCCCCCC,1000.0
CHEMBL194262,CCCCCCCCCCC1(C)SC(=O)C(CCC)=C1OCc1ccccc1,4000.0
CHEMBL197258,CCCC1=C(OC)C(C)SC1=O,45000.0
CHEMBL197925,CCCCCCCCCCC1(C)SC(=O)C(CCC)=C1OCCCCCCO[Si](C)(C)C(C)(C)C,3000.0
CHEMBL370442,CCCCCCCCCCC1(C)SC(=O)C(CCC)=C1OCCCCCCO,31000.0
CHEMBL3143775,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(Oc3ccccc3)Oc3ccccc3)O2)c(=O)[nH]1,11000.0
CHEMBL3143776,CCOP(=O)(OCC)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)C[C@@H]1O,14000.0
CHEMBL3143777,CCOP(=O)(CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)C[C@@H]1O)OCC,98000.0
CHEMBL3143778,CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)C[C@@H]1O,19000.0
CHEMBL3143779,CCCCC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)C[C@@H]1O,16000.0
CHEMBL3143780,O=C(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)C[C@@H]1O)c1ccccc1,15000.0
CHEMBL3143783,Cc1ccc(S(=O)(=O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)C[C@@H]2O)cc1,13000.0
CHEMBL3143784,NS(=O)(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)C[C@@H]1O,163000.0
CHEMBL3144294,NS(=O)(=O)NC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)C[C@@H]1O,20000.0
CHEMBL438428,O=c1ccn([C@H]2C[C@H](O)[C@@H](COC(c3ccccc3)(c3ccccc3)c3ccccc3)O2)c(=O)[nH]1,6000.0
CHEMBL3143785,CC(C)[Si](OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)C[C@@H]1O)(C(C)C)C(C)C,13000.0
CHEMBL513890,CC(C)(C)[Si](OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)C[C@@H]1O)(c1ccccc1)c1ccccc1,6600.0
CHEMBL211446,O=c1ccn([C@H]2C[C@H](O)[C@@H](CO[Si](c3ccccc3)(c3ccccc3)c3ccccc3)O2)c(=O)[nH]1,1100.0
CHEMBL194269,O=c1ccn(C2CC(O)C(CNP(=O)(Oc3ccccc3)Oc3ccccc3)O2)c(=O)[nH]1,11000.0
CHEMBL194650,CCOP(=O)(CC(=O)NCC1OC(n2ccc(=O)[nH]c2=O)CC1O)OCC,78000.0
CHEMBL194473,O=C(NCC1OC(n2ccc(=O)[nH]c2=O)CC1O)C12CC3CCCC(C1)C3C2,13000.0
CHEMBL194902,CC(=O)NCC1OC(n2ccc(=O)[nH]c2=O)CC1O,19000.0
CHEMBL372635,CCCCC(=O)NCC1OC(n2ccc(=O)[nH]c2=O)CC1O,16000.0
CHEMBL198168,O=C(NCC1OC(n2ccc(=O)[nH]c2=O)CC1O)c1ccccc1,15000.0
CHEMBL198169,Cc1ccc(S(=O)(=O)NCC2OC(n3ccc(=O)[nH]c3=O)CC2O)cc1,13000.0
CHEMBL194845,CS(=O)(=O)NCC1OC(n2ccc(=O)[nH]c2=O)CC1O,16000.0
CHEMBL364710,O=c1ccn(C2CC(O)C(CNCc3ccccc3)O2)c(=O)[nH]1,16000.0
CHEMBL372524,O=c1ccn(C2CC(O)C(CNC(c3ccccc3)(c3ccccc3)c3ccccc3)O2)c(=O)[nH]1,4500.0
CHEMBL3143770,CC(C)(C)[Si](C)(C)O[C@H]1C[C@H](n2ccc(=O)[nH]c2=O)O[C@@H]1COP(=O)(Oc1ccccc1)Oc1ccccc1,6000.0
CHEMBL3143771,CCOP(=O)(OCC)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)C[C@@H]1O[Si](C)(C)C(C)(C)C,10000.0
CHEMBL3143772,CCOP(=O)(CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)C[C@@H]1O[Si](C)(C)C(C)(C)C)OCC,18000.0
CHEMBL3143773,CC(C)(C)[Si](C)(C)O[C@H]1C[C@H](n2ccc(=O)[nH]c2=O)O[C@@H]1COC(=O)NS(N)(=O)=O,37000.0
CHEMBL3143774,CC(C)(C)[Si](C)(C)O[C@H]1C[C@H](n2ccc(=O)[nH]c2=O)O[C@@H]1COS(N)(=O)=O,40000.0
CHEMBL3143781,CC(C)(C)[Si](C)(C)O[C@H]1C[C@H](n2ccc(=O)[nH]c2=O)O[C@@H]1CO,15000.0
CHEMBL3143782,CC(C)(C)[Si](C)(C)O[C@H]1C[C@H](n2ccc(=O)[nH]c2=O)O[C@@H]1COC(c1ccccc1)(c1ccccc1)c1ccccc1,1000.0
CHEMBL196381,CC(C)(C)[Si](C)(C)OC1CC(n2ccc(=O)[nH]c2=O)OC1CNC(c1ccccc1)(c1ccccc1)c1ccccc1,1800.0
CHEMBL197449,CC(C)(C)[Si](C)(C)OC1CC(n2ccc(=O)[nH]c2=O)OC1CNP(=O)(Oc1ccccc1)Oc1ccccc1,4000.0
CHEMBL195997,CC(C)(C)[Si](C)(C)OCC1OC(n2ccc(=O)[nH]c2=O)CC1F,14000.0
CHEMBL370908,CC(C)(C)[Si](OCC1OC(n2ccc(=O)[nH]c2=O)CC1F)(c1ccccc1)c1ccccc1,8800.0
CHEMBL197837,O=c1ccn(C2CC(F)C(CO[Si](c3ccccc3)(c3ccccc3)c3ccccc3)O2)c(=O)[nH]1,1000.0
CHEMBL244975,O=c1ccn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]1,21000.0
CHEMBL197951,O=c1ccn(C2CC(F)C(COC(c3ccccc3)(c3ccccc3)c3ccccc3)O2)c(=O)[nH]1,2000.0
CHEMBL198660,O=c1ccn(C2CC(F)C(CNC(c3ccccc3)(c3ccccc3)c3ccccc3)O2)c(=O)[nH]1,5300.0
CHEMBL198661,O=c1ccn(C2C=CC(COP(=O)(Oc3ccccc3)Oc3ccccc3)O2)c(=O)[nH]1,54000.0
CHEMBL194479,NS(=O)(=O)NC(=O)OCC1C=CC(n2ccc(=O)[nH]c2=O)O1,150000.0
CHEMBL194480,CCCCCCCCCCCCCCCC(=O)OCC1C=CC(n2ccc(=O)[nH]c2=O)O1,11000.0
CHEMBL198043,O=C(OCC1C=CC(n2ccc(=O)[nH]c2=O)O1)C12CC3CCCC(C1)C3C2,13000.0
CHEMBL197746,NS(=O)(=O)OCC1C=CC(n2ccc(=O)[nH]c2=O)O1,163000.0
CHEMBL198656,CC(C)(C)[Si](C)(C)OCC1C=CC(n2ccc(=O)[nH]c2=O)O1,51000.0
CHEMBL371690,CC(C)(C)[Si](OCC1C=CC(n2ccc(=O)[nH]c2=O)O1)(c1ccccc1)c1ccccc1,3000.0
CHEMBL197786,O=c1ccn(C2C=CC(CO[Si](c3ccccc3)(c3ccccc3)c3ccccc3)O2)c(=O)[nH]1,1000.0
CHEMBL89637,O=c1ccn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]1,214000.0
CHEMBL369937,O=c1ccn(C2C=CC(COC(c3ccccc3)(c3ccccc3)c3ccccc3)O2)c(=O)[nH]1,11000.0
CHEMBL197855,CC(C)N1C(=O)C(=O)N=C1N/C(=N\C(=O)O)Nc1ccc(Cl)c(Cl)c1,2.381
CHEMBL373051,CC(C)/N=C(/NC(=O)O)NC1=NC(=O)C(=O)N1c1ccc(Cl)c(Cl)c1,6.663
CHEMBL198489,CC(C)N1C(=O)C(=O)N=C1NC(=N)Nc1ccc(Cl)c(Cl)c1,2.665
CHEMBL197230,C[N+](C)(CCCN1c2ccccc2Sc2ccc(Cl)cc21)c1ccc(Cl)c(Cl)c1,0.47
CHEMBL199020,CC(C)(C)c1ccc([N+](C)(C)CCCN)cc1,30.0
CHEMBL370195,O=C(Nc1cc(Cl)ccc1Sc1ccccc1)c1ccc([N+](=O)[O-])cc1,30.0
CHEMBL198590,O=C(Nc1cc(Cl)ccc1Sc1ccccc1)c1ccccc1,30.0
CHEMBL197131,O=C(Cc1ccccc1)Nc1cc(Cl)ccc1Sc1ccccc1,30.0
CHEMBL372379,CCC(=O)Nc1cc(Cl)ccc1Sc1ccccc1,30.0
CHEMBL197537,Nc1cc(Cl)ccc1Sc1ccccc1,11.3
CHEMBL196910,O=[N+]([O-])c1cc(Cl)ccc1Sc1ccccc1,15.6
CHEMBL371088,CCCC(=O)Nc1cc(Cl)ccc1Sc1ccccc1,19.1
CHEMBL371878,CC(C)(C)c1ccc([N+](C)(C)CCCNc2cc(Cl)ccc2Sc2ccccc2)cc1,0.6
CHEMBL372413,CC(C)(C)c1ccc([N+](C)(C)CCCN2c3ccccc3Sc3ccc(Cl)cc32)cc1,0.13
CHEMBL198515,C=C(C#N)C(O)c1cc(C)cnc1Cl,1.25
CHEMBL198730,C=C(C(=O)OC)C(O)c1cc(-c2ccccc2)cnc1Cl,45.0
CHEMBL199673,C=C(C(=O)OC)C(O)c1cc(C)cnc1Cl,18.0
CHEMBL199621,C=C(C#N)C(O)c1ccc(C(=O)OC)nc1Cl,3.4
CHEMBL440941,C=C(C#N)C(O)c1cc(-c2ccccc2)cnc1Cl,3.6
CHEMBL200330,C=C(C#N)C(O)c1cc(CC)cnc1Cl,1.8
CHEMBL197970,CCN(CC)c1ccc(/C=N/NC(=O)c2ccccc2)c(O)c1,1100.0
CHEMBL427372,CC(C)(C)c1ccc(C(=O)N/N=C/c2cc(Br)ccc2O)cc1,1700.0
CHEMBL414671,CC(C)(C)c1ccc(O)c(/C=N/NC(=O)c2ccc([N+](=O)[O-])cc2)c1,1600.0
CHEMBL199266,COc1ccc(C(=O)N/N=C/c2cc(C(C)(C)C)ccc2O)cc1,2300.0
